Equipment_Type,Temperature,Pressure,Vibration,Operating_Hours,Failure_Class
Compressor,165.04,53.09,3.37,139182,Critical
Turbine,486.9,99.35,4.34,210032,Failure
Reactor,191.86,58.34,0.0,56498,Healthy
Storage Tank,29.86,2.97,0.0,86807,Healthy
Pump,54.41,18.68,0.99,88821,Warning
Storage Tank,78.83,3.09,0.0,167272,Warning
Instrumentation,111.26,37.86,0.0,70514,Critical
Valve,41.53,41.88,0.0,108151,Warning
Pump,41.02,7.7,2.31,53135,Healthy
Pipeline,55.32,17.8,0.0,114124,Healthy
Compressor,146.72,28.97,2.04,86851,Warning
Turbine,328.05,30.69,2.76,71000,Healthy
Reactor,218.44,68.1,0.0,128007,Warning
Distillation Column,127.7,1.9,0.0,33865,Healthy
Heat Exchanger,147.88,7.59,0.0,16340,Healthy
Storage Tank,26.71,3.3,0.0,130490,Healthy
Turbine,290.64,29.23,2.79,41809,Healthy
Generator,95.86,0.0,0.95,102856,Warning
Storage Tank,67.42,2.6,0.0,139880,Healthy
Pump,95.09,7.57,0.52,104327,Warning
Distillation Column,132.79,1.49,0.0,39604,Healthy
Distillation Column,356.79,8.15,0.0,294587,Failure
Valve,64.47,31.92,0.0,26887,Healthy
Turbine,323.74,40.0,3.21,115169,Warning
Motor,83.44,0.0,1.06,60186,Warning
Instrumentation,17.79,22.07,0.0,9208,Healthy
Heat Exchanger,173.13,11.5,0.0,71411,Healthy
Furnace,873.18,8.57,0.0,174914,Critical
Furnace,653.85,7.2,0.0,127940,Warning
Furnace,351.67,3.96,0.0,31776,Healthy
Storage Tank,73.68,1.24,0.0,201096,Warning
Turbine,436.73,55.02,3.8,185900,Critical
Valve,29.73,19.31,0.0,83202,Healthy
Distillation Column,178.63,5.38,0.0,33953,Healthy
Heat Exchanger,152.51,16.74,0.0,16991,Healthy
Heat Exchanger,252.64,32.64,0.0,208454,Failure
Pipeline,53.83,6.46,0.0,65225,Healthy
Cooling System,58.3,9.13,1.4,117251,Critical
Reactor,200.31,32.16,0.0,100456,Healthy
Generator,51.91,0.0,0.63,20870,Healthy
Turbine,327.79,30.82,0.59,50966,Healthy
Heat Exchanger,145.89,14.98,0.0,44184,Healthy
Furnace,779.86,4.05,0.0,107623,Warning
Heat Exchanger,217.15,4.04,0.0,125183,Warning
Distillation Column,152.5,4.42,0.0,66550,Healthy
Motor,52.16,0.0,1.65,37523,Healthy
Cooling System,39.44,4.46,1.41,50325,Healthy
Furnace,622.0,4.46,0.0,87928,Healthy
Turbine,226.16,38.11,3.27,128696,Warning
Storage Tank,42.84,3.7,0.0,185452,Warning
Valve,104.4,37.8,0.0,47755,Healthy
Compressor,105.67,49.33,1.31,96633,Warning
Motor,46.3,0.0,2.01,32873,Healthy
Reactor,222.35,51.32,0.0,70800,Healthy
Valve,121.2,12.17,0.0,28876,Healthy
Heat Exchanger,247.99,30.81,0.0,247969,Failure
Reactor,433.49,77.13,0.0,213943,Critical
Motor,79.25,0.0,1.82,59692,Warning
Instrumentation,19.36,25.42,0.0,12009,Healthy
Valve,227.78,49.85,0.0,160178,Critical
Distillation Column,147.17,4.4,0.0,47318,Healthy
Distillation Column,184.63,3.08,0.0,63621,Healthy
Generator,105.95,0.0,2.45,184301,Critical
Cooling System,53.04,5.12,1.44,89918,Warning
Pump,43.5,18.4,1.09,106446,Warning
Furnace,337.0,6.2,0.0,96423,Healthy
Boiler,174.29,65.95,0.0,66540,Healthy
Motor,70.02,0.0,1.34,9032,Healthy
Generator,94.67,0.0,0.75,106592,Warning
Instrumentation,86.95,16.8,0.0,25889,Healthy
Pipeline,23.03,54.41,0.0,144477,Warning
Pump,43.14,7.07,1.26,47614,Healthy
Storage Tank,56.42,1.32,0.0,89138,Healthy
Storage Tank,33.47,1.98,0.0,110372,Healthy
Valve,205.53,37.15,0.0,89827,Warning
Boiler,242.59,73.16,0.0,15510,Healthy
Heat Exchanger,97.04,7.21,0.0,66556,Healthy
Reactor,426.31,71.77,0.0,190817,Critical
Boiler,302.6,35.51,0.0,115147,Warning
Cooling System,20.99,5.15,1.3,67136,Healthy
Storage Tank,72.85,2.11,0.0,148999,Warning
Compressor,77.56,19.27,1.35,35306,Healthy
Storage Tank,72.51,0.44,0.0,181766,Warning
Reactor,180.39,63.27,0.0,122915,Warning
Pipeline,23.56,6.87,0.0,50908,Healthy
Motor,87.08,0.0,2.98,115667,Critical
Distillation Column,292.0,1.47,0.0,130332,Warning
Furnace,713.35,3.64,0.0,22102,Healthy
Heat Exchanger,242.21,26.82,0.0,189282,Critical
Instrumentation,125.41,41.68,0.0,120701,Failure
Generator,117.36,0.0,2.52,210870,Failure
Storage Tank,44.34,1.95,0.0,89331,Healthy
Storage Tank,56.11,3.82,0.0,159355,Warning
Compressor,114.26,31.25,3.31,52529,Healthy
Reactor,256.24,39.95,0.0,24901,Healthy
Generator,56.36,0.0,0.62,60112,Healthy
Instrumentation,76.53,8.96,0.0,13500,Healthy
Reactor,204.77,53.95,0.0,22156,Healthy
Heat Exchanger,87.26,9.17,0.0,31490,Healthy
Furnace,797.24,2.09,0.0,110863,Warning
Distillation Column,189.18,2.91,0.0,18642,Healthy
Distillation Column,311.76,4.41,0.0,156094,Warning
Heat Exchanger,136.65,11.51,0.0,48876,Healthy
Valve,183.06,4.57,0.0,31118,Healthy
Heat Exchanger,94.48,9.35,0.0,63257,Healthy
Reactor,242.48,50.2,0.0,66734,Healthy
Cooling System,45.41,5.52,0.56,59167,Healthy
Instrumentation,106.79,18.38,0.0,62629,Warning
Heat Exchanger,171.74,19.25,0.0,77176,Healthy
Storage Tank,52.3,3.67,0.0,200652,Warning
Boiler,151.29,56.92,0.0,86187,Healthy
Distillation Column,335.03,7.26,0.0,197380,Critical
Furnace,704.46,3.46,0.0,33832,Healthy
Generator,36.16,0.0,0.61,51955,Healthy
Heat Exchanger,124.3,19.71,0.0,72240,Healthy
Pipeline,188.1,62.27,0.0,346425,Failure
Pump,105.57,10.23,4.43,152130,Critical
Instrumentation,126.45,40.49,0.0,107408,Failure
Compressor,100.57,15.06,1.43,26621,Healthy
Reactor,411.45,33.16,0.0,117539,Warning
Reactor,249.36,67.2,0.0,108832,Warning
Generator,90.9,0.0,1.26,105230,Warning
Generator,102.69,0.0,2.1,181815,Critical
Generator,42.96,0.0,1.29,34671,Healthy
Cooling System,20.29,8.03,1.98,130713,Critical
Distillation Column,254.3,4.97,0.0,23401,Healthy
Instrumentation,111.89,35.74,0.0,83466,Critical
Motor,48.86,0.0,2.26,73511,Warning
Distillation Column,320.29,7.39,0.0,196433,Critical
Furnace,872.14,8.52,0.0,234018,Critical
Pipeline,167.49,55.48,0.0,206192,Critical
Pipeline,73.73,26.11,0.0,41285,Healthy
Generator,46.92,0.0,1.6,51837,Healthy
Reactor,441.11,72.75,0.0,225713,Critical
Distillation Column,123.27,4.35,0.0,43296,Healthy
Generator,64.58,0.0,0.59,75439,Healthy
Turbine,274.86,46.38,2.23,29029,Healthy
Compressor,122.15,30.11,2.33,16563,Healthy
Heat Exchanger,94.88,9.4,0.0,86534,Healthy
Heat Exchanger,180.76,17.39,0.0,52317,Healthy
Pump,49.42,23.59,4.23,138063,Critical
Instrumentation,63.38,32.65,0.0,52344,Warning
Reactor,336.3,22.05,0.0,97577,Healthy
Compressor,51.68,30.89,1.94,19306,Healthy
Boiler,176.78,72.36,0.0,47498,Healthy
Turbine,226.85,28.43,1.45,23978,Healthy
Turbine,225.57,25.31,1.24,45905,Healthy
Distillation Column,320.31,7.92,0.0,205481,Critical
Furnace,312.23,2.8,0.0,66956,Healthy
Boiler,162.47,33.28,0.0,26287,Healthy
Boiler,184.65,40.54,0.0,31437,Healthy
Pump,54.07,5.33,2.48,30723,Healthy
Valve,38.28,33.93,0.0,41892,Healthy
Furnace,873.35,9.32,0.0,233862,Critical
Pump,83.71,11.41,1.96,49430,Healthy
Furnace,345.5,1.6,0.0,46059,Healthy
Heat Exchanger,107.39,23.05,0.0,110346,Warning
Instrumentation,81.65,27.78,0.0,42023,Healthy
Generator,50.52,0.0,1.39,75196,Healthy
Turbine,301.26,40.97,1.87,19806,Healthy
Turbine,320.77,88.67,1.49,97053,Warning
Compressor,133.99,20.76,1.06,50030,Healthy
Boiler,336.4,102.15,0.0,201720,Critical
Boiler,377.45,125.57,0.0,300074,Failure
Reactor,238.26,25.93,0.0,80798,Healthy
Boiler,340.42,114.45,0.0,233952,Critical
Generator,55.54,0.0,1.07,27040,Healthy
Generator,54.27,0.0,1.34,26859,Healthy
Turbine,346.09,61.91,0.78,76580,Healthy
Pipeline,26.14,24.47,0.0,90222,Healthy
Distillation Column,340.36,7.22,0.0,184980,Critical
Pipeline,171.85,57.23,0.0,235032,Critical
Cooling System,21.9,4.29,1.06,52218,Healthy
Valve,230.3,46.21,0.0,153447,Critical
Valve,29.58,31.29,0.0,22079,Healthy
Valve,163.39,13.75,0.0,77204,Healthy
Turbine,336.11,74.77,1.45,65857,Healthy
Pipeline,121.54,31.78,0.0,26017,Healthy
Furnace,871.64,8.54,0.0,172065,Critical
Instrumentation,18.36,14.45,0.0,28501,Healthy
Distillation Column,216.64,4.71,0.0,45089,Healthy
Distillation Column,250.81,6.42,0.0,123940,Warning
Turbine,291.91,94.94,3.54,162135,Critical
Generator,102.9,0.0,2.39,149096,Critical
Pump,58.81,9.11,0.75,42384,Healthy
Pipeline,64.41,13.22,0.0,63412,Healthy
Boiler,247.81,26.36,0.0,64852,Healthy
Distillation Column,261.66,4.78,0.0,19464,Healthy
Storage Tank,75.24,0.42,0.0,169134,Warning
Compressor,130.37,35.42,1.48,44995,Healthy
Turbine,160.19,35.14,1.48,52388,Healthy
Heat Exchanger,91.43,10.01,0.0,67582,Healthy
Furnace,534.73,3.44,0.0,67115,Healthy
Turbine,184.31,70.33,2.78,61663,Healthy
Compressor,173.79,53.09,3.28,130625,Critical
Instrumentation,113.19,39.95,0.0,78591,Critical
Motor,42.65,0.0,0.9,21204,Healthy
Reactor,406.12,54.16,0.0,165572,Warning
Pipeline,151.72,29.8,0.0,197529,Warning
Reactor,356.49,51.45,0.0,48585,Healthy
Generator,47.42,0.0,1.38,27774,Healthy
Distillation Column,291.47,4.74,0.0,109871,Warning
Distillation Column,323.74,7.53,0.0,176748,Critical
Pump,50.6,10.0,1.14,69879,Healthy
Valve,70.89,43.76,0.0,100649,Warning
Compressor,79.9,36.28,2.79,23627,Healthy
Furnace,551.21,2.7,0.0,33754,Healthy
Boiler,339.98,102.98,0.0,201781,Critical
Storage Tank,45.05,3.1,0.0,61916,Healthy
Motor,68.31,0.0,2.39,75295,Warning
Pipeline,72.98,40.05,0.0,89925,Healthy
Pump,56.03,7.28,2.49,33343,Healthy
Turbine,405.9,62.45,1.67,109123,Warning
Reactor,329.41,27.96,0.0,31125,Healthy
Heat Exchanger,141.21,6.25,0.0,40914,Healthy
Compressor,134.46,25.41,1.72,16474,Healthy
Heat Exchanger,240.12,26.4,0.0,192055,Critical
Distillation Column,129.96,1.27,0.0,62302,Healthy
Distillation Column,216.26,3.86,0.0,68026,Healthy
Motor,71.5,0.0,1.13,42142,Healthy
Furnace,934.82,10.71,0.0,250652,Failure
Storage Tank,78.37,0.45,0.0,197460,Warning
Storage Tank,31.84,1.88,0.0,57338,Healthy
Storage Tank,37.21,0.51,0.0,52525,Healthy
Pipeline,127.58,18.09,0.0,90688,Healthy
Storage Tank,74.65,0.35,0.0,148401,Warning
Turbine,277.6,34.85,1.38,24848,Healthy
Pump,61.93,15.26,3.37,102836,Warning
Heat Exchanger,95.78,24.17,0.0,131694,Warning
Distillation Column,173.19,6.63,0.0,125678,Warning
Turbine,387.35,70.83,1.36,94386,Warning
Valve,61.3,26.76,0.0,36114,Healthy
Motor,70.27,0.0,1.58,36341,Healthy
Reactor,460.04,79.68,0.0,265570,Failure
Generator,70.74,0.0,1.84,136342,Warning
Pipeline,24.67,35.87,0.0,23967,Healthy
Storage Tank,63.28,3.75,0.0,170438,Warning
Instrumentation,53.98,25.36,0.0,30314,Healthy
Generator,44.79,0.0,1.04,57467,Healthy
Instrumentation,117.7,39.01,0.0,76894,Critical
Turbine,170.92,82.57,1.56,139094,Warning
Valve,221.43,45.47,0.0,148338,Critical
Boiler,259.68,62.9,0.0,102593,Healthy
Turbine,337.04,23.74,2.44,80090,Healthy
Pump,40.46,15.63,0.97,45970,Healthy
Pipeline,122.55,20.14,0.0,26501,Healthy
Storage Tank,87.21,4.42,0.0,284023,Critical
Turbine,318.01,37.59,2.9,20899,Healthy
Motor,49.09,0.0,2.35,54315,Warning
Generator,104.23,0.0,2.42,147669,Critical
Pump,84.2,5.69,1.78,38821,Healthy
Instrumentation,47.98,22.89,0.0,29063,Healthy
Distillation Column,164.28,1.22,0.0,70977,Healthy
Reactor,345.07,65.96,0.0,170091,Warning
Distillation Column,129.95,1.01,0.0,102487,Healthy
Heat Exchanger,91.06,23.18,0.0,108560,Warning
Turbine,254.09,74.28,2.06,18268,Healthy
Generator,43.81,0.0,0.59,41587,Healthy
Compressor,179.29,58.56,5.39,169883,Failure
Heat Exchanger,114.87,18.05,0.0,74063,Healthy
Furnace,887.49,9.2,0.0,213466,Critical
Turbine,307.64,40.46,1.34,65140,Healthy
Generator,60.71,0.0,0.77,58884,Healthy
Pipeline,81.45,16.41,0.0,88155,Healthy
Generator,104.89,0.0,2.2,169765,Critical
Cooling System,37.81,5.59,1.43,42614,Healthy
Distillation Column,206.04,4.54,0.0,50693,Healthy
Reactor,257.61,25.9,0.0,62500,Healthy
Boiler,340.43,109.94,0.0,227811,Critical
Boiler,153.64,34.98,0.0,60940,Healthy
Reactor,472.83,82.83,0.0,241914,Failure
Pump,111.16,7.05,4.23,147805,Critical
Instrumentation,37.94,23.28,0.0,8804,Healthy
Boiler,322.08,101.84,0.0,231536,Critical
Boiler,337.22,116.7,0.0,174168,Critical
Pipeline,159.34,36.3,0.0,198007,Warning
Heat Exchanger,106.17,15.86,0.0,40981,Healthy
Pump,82.92,14.43,0.83,68626,Healthy
Storage Tank,50.46,0.16,0.0,138939,Healthy
Distillation Column,237.74,2.42,0.0,30087,Healthy
Furnace,720.86,3.09,0.0,30130,Healthy
Distillation Column,269.59,6.72,0.0,169858,Warning
Storage Tank,38.65,3.68,0.0,179351,Warning
Reactor,444.53,70.6,0.0,207577,Critical
Boiler,300.03,38.92,0.0,107469,Warning
Reactor,252.82,20.28,0.0,98128,Healthy
Pipeline,36.76,44.47,0.0,93572,Healthy
Cooling System,26.72,2.51,0.74,50298,Healthy
Motor,102.75,0.0,3.03,145304,Failure
Storage Tank,53.48,3.63,0.0,210417,Warning
Furnace,482.36,7.34,0.0,150101,Warning
Furnace,691.53,5.53,0.0,16148,Healthy
Cooling System,51.25,5.73,0.62,102625,Warning
Heat Exchanger,86.28,6.63,0.0,83319,Healthy
Furnace,601.36,7.24,0.0,151503,Warning
Cooling System,61.76,10.16,2.13,199166,Failure
Pump,88.47,14.09,1.66,9753,Healthy
Cooling System,33.12,4.05,0.75,65928,Healthy
Furnace,609.37,5.68,0.0,50365,Healthy
Pump,89.12,12.94,2.09,21111,Healthy
Distillation Column,164.84,3.95,0.0,51153,Healthy
Valve,200.99,29.58,0.0,106639,Warning
Cooling System,31.28,6.75,1.5,12218,Healthy
Compressor,59.65,35.3,2.53,20452,Healthy
Instrumentation,103.99,14.46,0.0,48463,Warning
Distillation Column,247.17,1.8,0.0,23375,Healthy
Reactor,389.69,41.02,0.0,165348,Warning
Distillation Column,156.06,5.28,0.0,14717,Healthy
Furnace,653.45,6.33,0.0,90868,Healthy
Pipeline,89.84,21.95,0.0,34765,Healthy
Pump,67.37,8.11,2.46,53241,Healthy
Instrumentation,51.45,22.13,0.0,41866,Healthy
Boiler,162.49,64.05,0.0,91316,Healthy
Reactor,444.53,75.26,0.0,198720,Critical
Motor,45.14,0.0,0.88,16062,Healthy
Heat Exchanger,161.32,14.71,0.0,54038,Healthy
Distillation Column,203.48,5.08,0.0,38931,Healthy
Storage Tank,87.65,4.66,0.0,239647,Critical
Valve,222.26,48.51,0.0,185925,Critical
Boiler,207.96,48.1,0.0,39967,Healthy
Valve,93.58,31.67,0.0,14535,Healthy
Distillation Column,254.01,1.97,0.0,18993,Healthy
Cooling System,15.7,4.32,1.39,14740,Healthy
Cooling System,41.9,4.99,0.66,28467,Healthy
Distillation Column,134.4,4.27,0.0,56261,Healthy
Boiler,365.18,121.52,0.0,281096,Failure
Heat Exchanger,102.59,21.08,0.0,69713,Healthy
Storage Tank,29.01,2.74,0.0,30202,Healthy
Cooling System,44.56,8.58,1.98,117574,Critical
Pipeline,94.93,45.04,0.0,58464,Healthy
Cooling System,25.7,4.94,1.06,34926,Healthy
Motor,64.66,0.0,0.58,41827,Healthy
Heat Exchanger,221.92,26.21,0.0,151943,Critical
Heat Exchanger,265.43,30.1,0.0,218453,Failure
Furnace,927.7,10.03,0.0,300573,Failure
Storage Tank,80.46,4.06,0.0,274112,Critical
Cooling System,59.71,5.22,1.98,121087,Critical
Compressor,68.66,36.71,2.44,12706,Healthy
Distillation Column,249.12,6.39,0.0,140568,Warning
Valve,96.55,22.66,0.0,42473,Healthy
Instrumentation,33.37,29.26,0.0,33754,Healthy
Turbine,320.67,52.15,2.97,62037,Healthy
Motor,50.63,0.0,1.97,39437,Healthy
Turbine,224.11,73.91,0.88,80182,Healthy
Heat Exchanger,129.51,4.15,0.0,17829,Healthy
Furnace,707.1,3.76,0.0,27721,Healthy
Reactor,351.14,54.53,0.0,56851,Healthy
Reactor,322.92,63.25,0.0,135738,Warning
Cooling System,35.07,6.23,0.99,49981,Healthy
Furnace,668.21,4.86,0.0,65894,Healthy
Cooling System,35.04,2.68,0.76,18676,Healthy
Cooling System,25.01,6.76,0.72,12630,Healthy
Storage Tank,45.16,2.46,0.0,34280,Healthy
Furnace,906.11,10.97,0.0,286401,Failure
Instrumentation,7.24,13.02,0.0,9309,Healthy
Furnace,653.83,4.46,0.0,13599,Healthy
Storage Tank,80.7,4.34,0.0,310068,Critical
Heat Exchanger,163.52,6.83,0.0,31071,Healthy
Reactor,285.61,46.28,0.0,42386,Healthy
Valve,199.61,13.83,0.0,107020,Warning
Distillation Column,209.32,4.51,0.0,39298,Healthy
Storage Tank,75.21,1.55,0.0,166073,Warning
Compressor,56.77,33.08,3.21,51534,Healthy
Boiler,224.45,55.37,0.0,42468,Healthy
Pipeline,194.71,64.39,0.0,345036,Failure
Compressor,100.79,35.03,2.14,46782,Healthy
Pipeline,81.24,54.45,0.0,172271,Warning
Distillation Column,137.32,4.8,0.0,31708,Healthy
Motor,51.33,0.0,1.31,32258,Healthy
Distillation Column,196.66,4.97,0.0,81553,Healthy
Pipeline,32.13,36.27,0.0,66446,Healthy
Pump,40.89,12.29,2.36,27674,Healthy
Turbine,221.42,48.21,0.7,14548,Healthy
Cooling System,53.28,4.47,1.29,92278,Warning
Boiler,297.15,49.26,0.0,124045,Warning
Turbine,225.64,47.38,1.2,86104,Healthy
Motor,83.56,0.0,1.08,80153,Warning
Turbine,434.06,51.24,3.76,192838,Critical
Boiler,234.14,82.88,0.0,16860,Healthy
Distillation Column,165.5,6.88,0.0,140955,Warning
Boiler,248.25,79.48,0.0,36037,Healthy
Valve,218.28,6.66,0.0,97901,Warning
Instrumentation,92.78,32.57,0.0,65509,Warning
Pipeline,167.14,57.05,0.0,253176,Critical
Generator,35.65,0.0,0.66,14687,Healthy
Distillation Column,251.76,3.6,0.0,58331,Healthy
Boiler,248.12,95.78,0.0,149970,Warning
Storage Tank,85.28,4.87,0.0,307402,Critical
Pump,120.56,25.9,4.55,158301,Failure
Storage Tank,43.2,2.09,0.0,33770,Healthy
Pipeline,176.88,55.98,0.0,223147,Critical
Reactor,389.74,27.84,0.0,136746,Warning
Pump,70.55,20.5,4.41,131540,Critical
Heat Exchanger,111.38,19.95,0.0,63906,Healthy
Turbine,232.5,64.67,2.62,16150,Healthy
Generator,55.07,0.0,1.48,84355,Healthy
Instrumentation,99.1,2.69,0.0,59801,Warning
Instrumentation,107.54,19.92,0.0,48877,Warning
Turbine,228.35,38.17,2.01,20507,Healthy
Turbine,164.84,66.73,2.22,77646,Healthy
Cooling System,20.29,7.9,0.64,78696,Warning
Furnace,437.98,1.33,0.0,17226,Healthy
Storage Tank,36.3,1.63,0.0,104703,Healthy
Reactor,184.85,52.69,0.0,42999,Healthy
Boiler,355.66,124.78,0.0,276266,Failure
Heat Exchanger,220.58,29.66,0.0,171736,Critical
Heat Exchanger,169.15,20.11,0.0,18880,Healthy
Valve,21.05,16.85,0.0,13008,Healthy
Motor,92.58,0.0,2.94,113361,Critical
Instrumentation,6.75,14.31,0.0,38179,Healthy
Pump,69.43,19.83,0.64,112897,Warning
Heat Exchanger,165.37,3.44,0.0,67270,Healthy
Storage Tank,21.4,3.76,0.0,165125,Warning
Instrumentation,79.88,12.8,0.0,37651,Healthy
Boiler,345.07,128.51,0.0,245123,Failure
Pump,120.82,25.07,4.94,191760,Failure
Furnace,859.76,8.33,0.0,175399,Critical
Distillation Column,181.32,3.3,0.0,74358,Healthy
Valve,181.31,3.64,0.0,36892,Healthy
Generator,80.52,0.0,0.55,18294,Healthy
Storage Tank,80.48,4.42,0.0,309329,Critical
Distillation Column,296.92,3.22,0.0,117048,Warning
Distillation Column,343.37,7.83,0.0,230508,Critical
Instrumentation,108.81,17.2,0.0,50156,Warning
Valve,236.88,45.65,0.0,195584,Critical
Storage Tank,77.23,2.16,0.0,192184,Warning
Storage Tank,79.6,2.17,0.0,157540,Warning
Storage Tank,23.0,1.96,0.0,24579,Healthy
Pipeline,186.58,61.49,0.0,348400,Failure
Instrumentation,46.69,31.96,0.0,61775,Warning
Turbine,275.17,57.0,2.81,66024,Healthy
Reactor,435.38,71.03,0.0,180208,Critical
Turbine,296.95,89.22,2.4,90019,Warning
Compressor,173.48,34.64,4.06,122817,Critical
Boiler,164.64,42.19,0.0,103413,Healthy
Heat Exchanger,172.37,11.0,0.0,55046,Healthy
Furnace,865.42,8.09,0.0,204736,Critical
Cooling System,24.78,4.99,0.65,50834,Healthy
Generator,39.03,0.0,1.3,17915,Healthy
Turbine,430.05,75.83,3.51,159513,Critical
Generator,62.64,0.0,1.89,122168,Warning
Furnace,720.63,6.11,0.0,35424,Healthy
Heat Exchanger,81.08,10.24,0.0,46788,Healthy
Boiler,333.3,108.63,0.0,174001,Critical
Valve,238.58,48.06,0.0,149204,Critical
Generator,107.5,0.0,2.38,164612,Critical
Pump,64.03,12.87,1.42,57628,Healthy
Turbine,163.54,22.7,2.64,59590,Healthy
Cooling System,56.74,4.26,1.88,120935,Critical
Generator,106.22,0.0,2.42,182688,Critical
Reactor,444.89,76.15,0.0,179499,Critical
Instrumentation,0.34,0.13,0.0,14773,Healthy
Furnace,931.5,10.33,0.0,258867,Failure
Storage Tank,57.0,2.26,0.0,127336,Healthy
Turbine,150.01,68.31,1.97,53353,Healthy
Pipeline,174.07,55.85,0.0,240880,Critical
Furnace,609.25,1.61,0.0,96170,Healthy
Storage Tank,61.98,1.04,0.0,31809,Healthy
Pump,122.82,24.5,4.93,180628,Failure
Storage Tank,35.26,0.52,0.0,43168,Healthy
Compressor,93.31,29.62,1.84,44160,Healthy
Heat Exchanger,166.07,6.14,0.0,32995,Healthy
Turbine,331.52,63.12,2.52,27757,Healthy
Storage Tank,96.5,5.5,0.0,358174,Failure
Compressor,103.98,24.02,1.17,9982,Healthy
Furnace,930.73,10.35,0.0,292028,Failure
Pump,40.32,5.17,3.47,97006,Warning
Instrumentation,13.9,12.16,0.0,36555,Healthy
Pump,49.86,19.41,2.21,104413,Warning
Furnace,872.78,8.11,0.0,190113,Critical
Reactor,423.37,72.99,0.0,193474,Critical
Generator,72.68,0.0,1.52,38323,Healthy
Pipeline,176.31,59.24,0.0,227562,Critical
Furnace,409.39,4.98,0.0,73490,Healthy
Distillation Column,336.45,7.49,0.0,194460,Critical
Heat Exchanger,150.69,5.52,0.0,49935,Healthy
Heat Exchanger,261.51,30.53,0.0,217915,Failure
Turbine,292.71,92.59,3.76,178953,Critical
Cooling System,36.35,3.34,0.87,45260,Healthy
Distillation Column,208.56,2.47,0.0,84807,Healthy
Heat Exchanger,152.15,15.63,0.0,21083,Healthy
Cooling System,32.79,2.9,1.17,62549,Healthy
Valve,243.38,48.34,0.0,150970,Critical
Pump,122.41,25.23,4.83,169047,Failure
Instrumentation,36.53,10.67,0.0,18840,Healthy
Generator,37.9,0.0,1.5,23704,Healthy
Motor,78.11,0.0,1.57,81071,Warning
Furnace,580.99,7.53,0.0,133353,Warning
Generator,73.94,0.0,0.66,58562,Healthy
Furnace,550.31,1.22,0.0,26606,Healthy
Motor,82.49,0.0,1.39,68109,Warning
Turbine,196.34,48.45,0.57,40903,Healthy
Turbine,266.78,26.16,1.49,66899,Healthy
Valve,161.37,18.05,0.0,26642,Healthy
Compressor,109.83,21.98,1.25,9501,Healthy
Boiler,162.36,37.43,0.0,101890,Healthy
Reactor,472.27,83.27,0.0,294021,Failure
Turbine,267.79,29.6,2.04,21872,Healthy
Boiler,164.5,35.45,0.0,69060,Healthy
Heat Exchanger,90.26,23.45,0.0,102930,Warning
Heat Exchanger,182.14,18.2,0.0,73043,Healthy
Turbine,159.11,69.61,0.97,76312,Healthy
Generator,76.3,0.0,0.75,18615,Healthy
Valve,74.02,8.49,0.0,63838,Healthy
Motor,49.11,0.0,0.81,37661,Healthy
Cooling System,21.65,3.91,1.44,9231,Healthy
Storage Tank,42.7,0.21,0.0,132356,Healthy
Motor,88.07,0.0,2.82,106187,Critical
